Last Name,First Name,Date,Event,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Abdallah,Ahmed,4/13/2019,V70ME,Ref: 1,,,,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,
Abdallah,Ahmed,4/14/2019,DV3WE,Ref: 1,,,,,,Ref: 1,Ref: 2,,Ref: 1,,,
Abdallah,Ahmed,4/14/2019,VETME,Ref: 2,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,Ref: 1
Abdallah,Ahmed,4/15/2019,DV1ME,Ref: 1,,,,Ref: 1,,Ref: 2,,,,,,
Abdallah,Ahmed,4/15/2019,DV3ME,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,
Abdallah,Ahmed,6/28/2019,U19WE,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 2,Ref: 1,Assist: 1,,,,
Abdallah,Ahmed,6/29/2019,D1AWE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Abdallah,Ahmed,6/30/2019,DV1WE,Ref: 1,,,,Ref: 2,,Ref: 1,,Ref: 1,Assist: 1,,,
Abdallah,Ahmed,6/30/2019,U19ME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Abdallah,Ahmed,6/30/2019,STMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,Ref: 1
Abdallah,Ahmed,7/1/2019,U16WE,Ref: 1,,,,Ref: 2,,Ref: 2,,Video: 1,Video: 1,,,
Abdallah,Ahmed,7/1/2019,D1AME,Ref: 1,,,,Ref: 3,,,,,,,,
Abdallah,Ahmed,7/2/2019,U16ME,Ref: 1,,,Ref: 3,Ref: 1,,,,,,,,
Abdallah,Ahmed,7/2/2019,V40ME,Ref: 1,,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Abdallah,Ahmed,7/3/2019,U16MF,Ref: 1,,,Ref: 4,Ref: 1,,Ref: 1,,,,,,
Abdallah,Ahmed,7/3/2019,DV2WF,Ref: 1,,,,Ref: 3,,,Ref: 1,,,,,
Abdallah,Ahmed,7/4/2019,Y14ME,Ref: 1,,Ref: 1,Ref: 1,Ref: 2,,,,,Video: 1,,,
Abdallah,Ahmed,7/6/2019,Y12ME,Ref: 1,,,Ref: 2,Ref: 3,,Ref: 1,,,,,,
Abdallah,Ahmed,7/6/2019,Y12WE,Ref: 1,,,,Ref: 2,,Ref: 1,,Ref: 1,,,,Ref: 1
Abdallah,Ahmed,7/7/2019,Y10ME,Ref: 1,,,,,,Ref: 1,,,,,,
Abdallah,Ahmed,12/14/2018,DV1ME,Ref: 1,,,,Ref: 3,,,,,,,,
Abdallah,Ahmed,12/17/2018,DV1WE,,Ref: 1,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Abdallah,Ahmed,12/17/2018,DV2ME,,,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Abdallah,Ahmed,12/14/2018,DV2MF,Ref: 1,,,,,,Ref: 1,Ref: 2,Ref: 1,,,,Ref: 1
Abdallah,Ahmed,12/16/2018,V50ME,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Abdallah,Ahmed,12/16/2018,VETMF,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Abdallah,Ahmed,1/4/2019,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,
Abdallah,Ahmed,1/5/2019,DV1WE,,Ref: 1,,,,Ref: 3,Ref: 1,Ref: 1,Assist: 1,,,,
Abdallah,Ahmed,1/5/2019,STMME,,,,,,,Ref: 1,Ref: 1,,,,,
Abdallah,Ahmed,1/6/2019,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Abdallah,Ahmed,1/6/2019,U20WE,Ref: 1,,,,Ref: 1,,Ref: 1,,,,,,
Abdallah,Ahmed,1/7/2019,D1AME,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Abdallah,Ahmed,1/7/2019,STMWE,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Tolba,Hussein,6/28/2019,U19MS,Ref: 2,,,,Ref: 3,,Ref: 2,Ref: 1,,,,,
Tolba,Hussein,6/29/2019,U19WS,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Video: 1,,,,
Tolba,Hussein,6/30/2019,DV1MS,,,,,Ref: 2,,Ref: 1,,,,,,
Tolba,Hussein,6/30/2019,STMWS,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Tolba,Hussein,7/1/2019,STMMS,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Tolba,Hussein,7/1/2019,VTMMS,,,,,,,,,,Ref: 1,,,Ref: 1
Tolba,Hussein,7/2/2019,D1AWS,Ref: 1,,,,,,Ref: 3,,Ref: 1,,,,
Tolba,Hussein,7/2/2019,Y14MS,Ref: 2,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 2,,,,,
Tolba,Hussein,7/3/2019,V60WS,Ref: 1,,,,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,Ref: 1
Tolba,Hussein,7/4/2019,DV2WS,Ref: 2,,,,Ref: 4,,Ref: 2,Ref: 1,Ref: 2,Ref: 1,Video: 1,,
Tolba,Hussein,7/4/2019,Y14WF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Tolba,Hussein,7/5/2019,Y14WS,Ref: 2,,,Ref: 4,Ref: 4,,Ref: 1,Ref: 2,Ref: 1,Assist: 1,,,
Tolba,Hussein,7/6/2019,DV3WS,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,,,,
Tolba,Hussein,7/6/2019,Y12MS,Ref: 2,,,Ref: 3,Ref: 4,,Ref: 2,,Ref: 1,,,,
Abdelaziz,Abdel,10/12/2018,U17WF,Ref: 1,,,,,,,,Video: 1,,,,
Abdelaziz,Abdel,10/13/2018,DV1ME,,Ref: 1,,,,,,,,,,,
Abdelaziz,Abdel,10/14/2018,DV1WF,Ref: 1,,,,,,,,,,,,
Abdelaziz,Abdel,10/14/2018,DV2MF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 2,,,,,,
Abdelaziz,Abdel,12/15/2018,DV1WF,Ref: 1,,,,,,Ref: 1,,Video: 1,,,,
Abdelaziz,Abdel,12/15/2018,V40MF,Ref: 1,,,,,,,,,,,,
Abdelaziz,Abdel,4/12/2019,DV2WF,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Abdelaziz,Abdel,4/12/2019,V60MF,Ref: 2,,,,,,,Ref: 3,Ref: 2,,Video: 1,,
Abdelaziz,Abdel,4/13/2019,V70WF,Ref: 1,,,,,,,,,Ref: 1  Assist: 1,Video: 1,,
Abdelaziz,Abdel,4/14/2019,DV1MF,,,,,Ref: 1,,Ref: 2,Ref: 1,,,,,
Abdelaziz,Abdel,4/14/2019,DV3MF,Ref: 1,,,,,,Ref: 3,Ref: 1,Ref: 1,,,,
Abdelaziz,Abdel,4/14/2019,VETWF,Ref: 1,,,,,,,,,,,,
Abdelaziz,Abdel,6/28/2019,DV1WF,Ref: 1,,,,,,,Ref: 1,Video: 1,,,,
Abdelaziz,Abdel,6/30/2019,U19WF,Ref: 1,,,Ref: 2,,,,,,,,,
Abdelaziz,Abdel,6/30/2019,STMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Abdelaziz,Abdel,7/1/2019,VTMWE,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Abdelaziz,Abdel,7/2/2019,U16WF,,,,Ref: 1,Ref: 2,,,,,,,,
Abdelaziz,Abdel,7/2/2019,DV1MF,Ref: 1,,,,,,,,Ref: 1,Video: 1,Video: 1,,
Abdelaziz,Abdel,7/3/2019,U16MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Abdelaziz,Abdel,7/3/2019,V40MF,Ref: 1,,,,,,,Ref: 2,Ref: 3,Ref: 1  Video: 1,Video: 1,,Video: 1
Abdelaziz,Abdel,7/5/2019,Y14MF,Ref: 1,,,,,,,,,,Video: 1,,
Abdelaziz,Abdel,7/6/2019,DV3MF,Ref: 1,,,,,,,,,,,,
Abdelaziz,Abdel,7/6/2019,Y12WF,Ref: 1,,,,,,,,,,,,
Abdelaziz,Abdel,7/7/2019,Y12MF,Ref: 1,,,,,,,,,,Assist: 1,,Video: 1
Abdelaziz,Hisham,10/12/2018,U17WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Assist: 1,,Ref: 1,,Assist: 1
Abdelaziz,Hisham,10/14/2018,DV2MF,Ref: 1,,,,Ref: 4,,Ref: 3,Ref: 1,,,,,
Abdelaziz,Hisham,4/13/2019,STMWF,,,,,,,,,,Ref: 1,,,Ref: 1
Abdelaziz,Hisham,4/13/2019,V70WF,,,,,,,,,Ref: 1,Video: 1  Assist: 1,Ref: 1,,Video: 1
Abdelaziz,Hisham,4/14/2019,DV1MF,Ref: 1,,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Abdelaziz,Hisham,4/14/2019,VETWF,Ref: 1,,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Abdelaziz,Hisham,4/15/2019,DV1WF,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Abdelaziz,Hisham,6/28/2019,DV1WF,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Abdelaziz,Hisham,6/29/2019,U19MF,Ref: 1,,,,,,,,Video: 1,Ref: 1,Assist: 1,,
Abdelaziz,Hisham,6/30/2019,U19WF,Ref: 1,,,Ref: 1,Ref: 2,,,Ref: 1,Ref: 1  Assist: 1,Ref: 1,Video: 1,,
Abdelaziz,Hisham,7/1/2019,D1AMF,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 2,,,,,
Abdelaziz,Hisham,7/1/2019,D1AWF,Ref: 1,,,,,,,,,Assist: 1,Ref: 1,,
Abdelaziz,Hisham,7/2/2019,DV1MF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,Ref: 1,,,
Abdelaziz,Hisham,7/5/2019,Y14MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,,Ref: 2,,Ref: 1,Video: 1,,,
Abdelaziz,Abdel,10/13/2018,DV2WF,Ref: 1,,,,,,Ref: 1,Ref: 1,,,,,
Abdelaziz,Abdel,10/13/2018,U17MF,Ref: 1,,,,,,,,,,,,
Abdelaziz,Abdel,12/14/2018,DV2MF,,,,,,,Ref: 1,,,,,,
Abdelaziz,Abdel,12/14/2018,V50WF,Ref: 1,,,,,,,Ref: 3,Ref: 2,Video: 2,Video: 1,,Video: 1
Abdelaziz,Abdel,12/16/2018,V70ME,Ref: 1,,,,,,,,Ref: 1,Video: 2,Video: 1,,
Abdelaziz,Abdel,12/16/2018,V80ME,,,,,,,,,,Assist: 1,Video: 1,,
Abdelaziz,Hisham,10/13/2018,U17MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1,Video: 1,,
Abdelaziz,Hisham,1/4/2019,U20MF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Video: 1,Ref: 1,Assist: 1,,
Abdelaziz,Hisham,1/5/2019,DV1MF,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,,Ref: 1  Assist: 1,Assist: 1,Assist: 1,,
Abdelaziz,Hisham,1/5/2019,U20WF,,,,,Ref: 2,,,,Video: 1,,Ref: 1,,
Abdelaziz,Hisham,1/6/2019,STMWF,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Abdelaziz,Hisham,1/7/2019,DV1WF,Ref: 1,,,,Ref: 2,,,Ref: 1,Ref: 1  Assist: 1,Ref: 1,Video: 1,,
Abdelfatah,Abdallah,6/28/2019,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Abdelfatah,Abdallah,6/29/2019,D1AWE,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Abdelfatah,Abdallah,6/30/2019,U19ME,Ref: 2,,,Ref: 1,Ref: 1,,,,,,,,
Abdelfatah,Abdallah,6/30/2019,V60WE,Ref: 1,,,,,,,Ref: 3,Ref: 1,Video: 1  Assist: 1,Ref: 1,,
Abdelfatah,Abdallah,7/1/2019,U16WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Abdelfatah,Abdallah,7/1/2019,D1AME,Ref: 1,,,,Ref: 2,,,Ref: 1,,,,,
Abdelfatah,Abdallah,7/2/2019,U16ME,Ref: 1,,,Ref: 3,Ref: 2,,,,,,,,
Abdelfatah,Abdallah,7/2/2019,V60ME,Ref: 1,,,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 2,,,
Abdelfatah,Abdallah,7/3/2019,DV2ME,Ref: 2,,,,,,,,,Ref: 1,,,
Abdelfatah,Abdallah,7/4/2019,DV3WE,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Abdelfatah,Abdallah,7/4/2019,Y14ME,Ref: 1,,,Ref: 1,,,,,,,,,
Abdelfatah,Abdallah,7/5/2019,DV3ME,,,,,Ref: 1,,,,,,,,
Abdelfatah,Abdallah,7/5/2019,DV2WE,Ref: 1,,,,Ref: 1,,,,,,Video: 1,,
Abdelfatah,Abdallah,7/6/2019,Y12ME,Ref: 1,,,Ref: 1,Ref: 4,,,,,,,,
Abdelfatah,Abdallah,7/7/2019,Y10ME,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Abdelkarem,Moataz,3/1/2019,Y10WE,Ref: 1,,,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,,,Ref: 1
Abdelkarem,Moataz,3/1/2019,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Abdelkarem,Moataz,3/2/2019,Y12WE,,,,,Ref: 3,,Ref: 2,,,Assist: 1,,,Ref: 1
Abdelkarem,Moataz,3/2/2019,Y14ME,Ref: 1,,,Ref: 4,Ref: 1,,Ref: 1,Ref: 1,,Ref: 1,,,
Abdelkarem,Moataz,3/3/2019,Y14MF,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,,,,,,
Abdelkarem,Moataz,3/3/2019,Y14WE,Ref: 1,,,Ref: 2,Ref: 4,,Ref: 2,,,Video: 1,,,
Abdelkarem,Moataz,3/4/2019,DV3MF,,,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Abdelkarem,Moataz,3/4/2019,Y12ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 3,Ref: 1,,,,,
Abdelkarem,Moataz,4/12/2019,DV2ME,Ref: 1,,,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,Ref: 1
Abdelkarem,Moataz,4/13/2019,V60ME,Ref: 1,,,,,,Ref: 1,Ref: 2,,Ref: 1,,,
Abdelkarem,Moataz,4/14/2019,DV3WE,Ref: 1,,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Abdelkarem,Moataz,4/14/2019,VETME,Ref: 1,,,,Ref: 3,,Ref: 3,Ref: 1,,,Video: 1,,Assist: 1
Abdelkarem,Moataz,4/15/2019,DV1ME,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Abdelkarem,Moataz,4/15/2019,DV3ME,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,
Abdelkarem,Moataz,6/28/2019,DV1ME,Ref: 1,,,Ref: 1,Ref: 3,,,,,,,,
Abdelkarem,Moataz,6/29/2019,D1AWE,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,,,,,
Abdelkarem,Moataz,6/30/2019,DV1WE,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Abdelkarem,Moataz,6/30/2019,U19ME,Ref: 1,,,Ref: 1,,,Ref: 1,,,,,,
Abdelkarem,Moataz,7/1/2019,D1AME,,,,,Ref: 3,,Ref: 1,,,Ref: 1,,,
Abdelkarem,Moataz,7/1/2019,STMWE,,,,,,,,,Ref: 1,Ref: 1,,,Ref: 1
Abdelkarem,Moataz,7/2/2019,U16ME,Ref: 1,,,,Ref: 3,,Ref: 1,,,,,,
Abdelkarem,Moataz,7/2/2019,V40ME,Ref: 1,,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,
Abdelkarem,Moataz,7/3/2019,V60MF,Ref: 1,,,,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Assist: 1,,
Abdelkarem,Moataz,7/3/2019,Y14WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,,,Ref: 1
Abdelkarem,Moataz,7/4/2019,Y14ME,Ref: 1,,,,Ref: 2,,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,
Abdelkarem,Moataz,7/5/2019,DV2WE,Ref: 1,,,,Ref: 2,,,,,,,,
Abdelkarem,Moataz,7/6/2019,Y12ME,Ref: 1,,,,,,,,,,,,
Abdelkarem,Moataz,7/6/2019,Y12WE,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,,Ref: 1,,,
Abdelkarem,Moataz,7/7/2019,Y10ME,Ref: 1,,,,Ref: 1,,,,Ref: 1,,,,
Abdelkarem,Moatazbellah Magdy,1/4/2019,DV1WE,Ref: 1,,,,,,,,,,,,
Abdelkarem,Moatazbellah Magdy,1/4/2019,U20MF,Ref: 1,,,Ref: 1,Ref: 1,,,,Assist: 1,,,,
Abdelkarem,Moatazbellah Magdy,1/5/2019,DV1WE,,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Assist: 1,,,,
Abdelkarem,Moatazbellah Magdy,1/5/2019,STMME,,,,,,,Ref: 1,Ref: 2,,,,,
Abdelkarem,Moatazbellah Magdy,1/6/2019,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Abdelkarem,Moatazbellah Magdy,1/6/2019,U20WE,Ref: 1,,,,Ref: 1,,Ref: 1,,,,,,
Abdelkarem,Moatazbellah Magdy,1/7/2019,D1AME,Ref: 1,,,,,,Ref: 1,,,,,,
Abdelkarem,Moatazbellah Magdy,1/7/2019,STMWE,,,,,,,,,Ref: 1,Ref: 1,,Ref: 1,
Acosta Pereira ,Vilmarie,4/12/2019,DV1WS,Ref: 1,,,,,,Ref: 2,Ref: 1,,,,,
Acosta Pereira ,Vilmarie,4/12/2019,DV2MS,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,,,,,
Acosta Pereira ,Vilmarie,4/12/2019,DV3WS,Ref: 1,,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,
Acosta Pereira ,Vilmarie,4/13/2019,DV2WS,Ref: 1,,,,,,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,,
Acosta Pereira ,Vilmarie,4/13/2019,DV3MS,Ref: 1,,,,,,Ref: 3,Ref: 1,Ref: 1,,,,
Acosta Pereira ,Vilmarie,4/14/2019,V60WS,Ref: 1,,,,,,,,Ref: 2,Ref: 1  Video: 1,Ref: 1,,Video: 1
Acosta Pereira ,Vilmarie,4/14/2019,V70MS,Ref: 1,,,,,,,,Ref: 1,Video: 2,Video: 1,,Ref: 1
Acosta Pereira ,Vilmarie,6/28/2019,U19MS,Ref: 2,,,Ref: 4,Ref: 2,,Ref: 1,Ref: 1,,,,,
Acosta Pereira ,Vilmarie,6/29/2019,D1AMS,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 2,Ref: 1,,,,
Acosta Pereira ,Vilmarie,6/29/2019,U19WS,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1,,,
Acosta Pereira ,Vilmarie,6/30/2019,DV1MS,Ref: 1,,,,Ref: 3,,Ref: 1,,Assist: 1,Assist: 1,,,
Acosta Pereira ,Vilmarie,6/30/2019,STMWS,,,,,,,,,Ref: 1,,,,
Acosta Pereira ,Vilmarie,7/1/2019,DV1WS,Ref: 1,,,,Ref: 1,,Ref: 2,,Ref: 1,,,,
Acosta Pereira ,Vilmarie,7/1/2019,STMMS,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Acosta Pereira ,Vilmarie,7/2/2019,D1AWS,Ref: 1,,,,,,Ref: 1,Ref: 1,,,Video: 1,,
Acosta Pereira ,Vilmarie,7/2/2019,Y14MS,Ref: 2,,,Ref: 8,Ref: 3,,Ref: 2,,,,,,
Acosta Pereira ,Vilmarie,7/3/2019,U16WS,Ref: 2,,,,Ref: 2,,Ref: 1,Ref: 2,,,,,
Acosta Pereira ,Vilmarie,7/3/2019,Y14WE,Ref: 1,,,,,,,,,,,,
Acosta Pereira ,Vilmarie,10/12/2018,DV2WS,Ref: 1,,,,,,Ref: 2,Ref: 3,Ref: 1,,Ref: 1,,
Acosta Pereira ,Vilmarie,10/12/2018,U17MS,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,,,,
Acosta Pereira ,Vilmarie,10/13/2018,DV1ME,Ref: 1,,,,,,,,,,,,
Acosta Pereira ,Vilmarie,10/14/2018,D1AME,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Acosta Pereira ,Vilmarie,10/14/2018,DV1MS,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Acosta Pereira ,Vilmarie,11/9/2018,U20ME,Ref: 1,,,Ref: 2,,,Ref: 1,Ref: 1,,,,,
Acosta Pereira ,Vilmarie,11/9/2018,U20MS,Ref: 2,,,Ref: 3,Ref: 4,,Ref: 3,Ref: 1,,,,,
Acosta Pereira ,Vilmarie,11/11/2018,U17MS,Ref: 2,,,Ref: 5,Ref: 3,,Ref: 2,Ref: 1,,,,,
Acosta Pereira ,Vilmarie,11/11/2018,Y14WS,Ref: 1,,,,Ref: 2,,Ref: 3,Ref: 1,,,,,
Acosta Pereira ,Vilmarie,11/12/2018,U20WS,Ref: 2,,,Ref: 1,Ref: 4,,Ref: 2,,Video: 1,Assist: 1,Assist: 1,,
Acosta Pereira ,Vilmarie,12/15/2018,VETMS,Ref: 1,,,,,,,Ref: 3,Ref: 1,,,,
Acosta Pereira ,Vilmarie,12/15/2018,VETWS,Ref: 1,,,,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,
Acosta Pereira ,Vilmarie,2/15/2019,U17MS,Ref: 3,,,Ref: 2,Ref: 2,,,,,,,,
Acosta Pereira ,Vilmarie,2/15/2019,U20ME,Ref: 1,,Ref: 1,Ref: 1,Ref: 2,,,,,,,,
Acosta Pereira ,Vilmarie,2/16/2019,U20WS,Ref: 2,,,,,,,,,,,,
Acosta Pereira ,Vilmarie,2/17/2019,U20MS,Ref: 3,,,Ref: 3,Ref: 2,,,,,,,,
Acosta Pereira ,Vilmarie,2/17/2019,JTMWS,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Acosta Pereira ,Vilmarie,2/18/2019,JTMMS,,,,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,
Acosta Pereira ,Vilmarie,10/13/2018,DV1WS,Ref: 1,,,,Ref: 1,,Ref: 2,,,,,,
Acosta Pereira ,Vilmarie,10/15/2018,DV2MS,Ref: 1,,,,,,Ref: 3,Ref: 1,Ref: 1,,,,
Acosta Pereira ,Vilmarie,10/15/2018,U17ME,,,,,Ref: 3,,Ref: 1,Ref: 1,Ref: 1  Assist: 1,,,,
Acosta Pereira ,Vilmarie,11/10/2018,U17WS,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Assist: 1,,,,
Acosta Pereira ,Vilmarie,11/10/2018,Y14MS,Ref: 2,,,Ref: 2,Ref: 6,,Ref: 5,Ref: 2,Ref: 1,Assist: 1,,,
Acosta Pereira ,Vilmarie,12/16/2018,DV1MS,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Assist: 1,,,,
Acosta Pereira ,Vilmarie,12/17/2018,DV1WS,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Video: 1,,,,
Acosta Pereira ,Vilmarie,12/17/2018,DV2MS,Ref: 1,,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 1,,
Acosta Pereira ,Vilmarie,12/14/2018,DV2WS,Ref: 1,,,,,,,Ref: 2,,,Assist: 1,,
Acosta Pereira ,Vilmarie,12/14/2018,V40MS,,,,,,,,,,Ref: 1  Assist: 1,Ref: 1,,
Acosta Pereira ,Vilmarie,12/16/2018,V50WS,Ref: 1,,,,,,,Ref: 2,Ref: 2,Video: 1  Assist: 1,Ref: 1,,Assist: 1
Acosta Pereira ,Vilmarie,12/14/2018,V60MS,,,,,,,,,,Ref: 1  Assist: 1,Video: 1,,
Acosta Pereira ,Vilmarie,1/4/2019,U20ME,Ref: 1,,,,,,,,,,,,
Acosta Pereira ,Vilmarie,1/4/2019,U20WS,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Acosta Pereira ,Vilmarie,1/5/2019,DV1WS,Ref: 2,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,,,,
Acosta Pereira ,Vilmarie,1/5/2019,STMMS,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Acosta Pereira ,Vilmarie,1/6/2019,DV1ME,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
